followers,followees,numberOfPosts,imagePorcentage,sidecarPorcentage,videoPorcentage,isBusiness,isProfessional,hasLink,hideLikes,avgLikes,varLikes,avgComments,varComments,avgScore,varScore,avgTechScore,varTechScore,avgPhotosInSidecar,varPhotosInSidecar,avgTaggedUsers,varTaggedUsers,avgHeight,varHeight,avgWidth,varWidth,useLocation,isAccesible,cLength,cSubjectivity,cPolarity,cDifficultWords,cSecondsToRead,cEntropy,captionLength,captionSubjectivity,captionPolarity,captionDifficultWords,captionSecondsToRead,captionEntropy,captionAvgHashtags,captionVarHashtags,Photographer
1859,913,72,96.67,3.33,0.0,True,True,False,False,0,0,0.633,0.766,5.254,0.114,5.383,0.231,2,0.0,2.1,5.757,989.533,42943.916,1080.0,42943.916,True,True,32.632,0,0,1.842,1.355,3.754,106.4,0,0,7.267,4.531,4.496,8.6,2.507,True
503,794,66,19.67,31.15,49.18,False,True,True,False,21.833,87.406,0.966,1.275,5.311,0.247,5.395,0.405,5,4.062,2.9,2.623,874.3,71170.077,1043.333,71170.077,True,False,41.321,0,0,1.964,1.715,3.838,255.733,0,1,10.6,10.206,4.348,3.667,3.822,False
1411,848,3142,96.67,3.33,0.0,False,True,True,False,50.933,751.262,1.6,12.707,5.753,0.114,5.588,0.163,4,0.0,0.3,0.21,1075.033,62641.766,1080.0,62641.766,True,True,34.021,0,0,2.104,1.441,3.88,593.133,1,1,25.7,24.729,4.53,24.667,59.422,True
5493,1026,883,54.84,41.94,3.23,False,False,True,False,53.1,562.89,2.167,5.139,5.644,0.138,5.422,0.277,3,4.402,2.067,9.996,1080.0,0.0,1080.0,0.0,False,True,34.078,0,0,1.344,1.393,3.712,273.1,1,1,9.967,10.804,4.191,5.0,16.733,False
2541,4575,924,93.55,3.23,3.23,False,True,True,False,9.967,95.832,0.567,1.646,5.284,0.176,5.324,0.774,3,0.0,1.267,1.862,1010.767,84962.712,1080.0,84962.712,False,False,35.471,0,0,1.765,1.455,3.664,112.2,0,0,7.267,4.74,4.411,6.667,5.489,True
27,37,46,60.0,40.0,0.0,False,False,True,False,18.5,91.25,1.533,1.982,5.661,0.148,5.104,0.139,3,2.076,0.433,1.179,981.5,112575.317,1080.0,112575.317,True,True,44.109,0,0,2.326,1.829,4.169,708.933,0,0,25.8,28.654,4.414,19.433,34.779,False
7086,151,190,43.33,56.67,0.0,False,True,True,False,809.733,225488.196,29.7,461.61,5.335,0.208,5.105,0.253,5,10.484,7.6,24.44,1327.3,12636.077,1080.0,12636.077,True,True,35.708,0,0,2.027,1.505,3.713,168.8,0,0,4.633,6.484,3.613,0.0,0.0,True
213,221,111,60.0,40.0,0.0,False,False,False,False,0,0,0.6,0.84,5.034,0.089,4.864,0.335,3,1.576,0.0,0.0,1080.0,0.0,1080.0,0.0,True,True,32.5,0,0,2.111,1.362,3.785,336.633,0,0,19.567,14.258,4.78,18.633,11.966,False
842,724,164,100.0,0.0,0.0,False,False,False,False,41.6,167.107,1.567,2.246,5.071,0.24,4.678,0.328,0,0,0.0,0.0,849.067,29478.529,1080.0,29478.529,False,True,31.638,0,0,1.745,1.327,3.901,265.6,0,0,12.533,11.39,4.28,14.7,15.61,False
360,390,142,86.67,13.33,0.0,False,True,False,False,97.933,371.729,5.533,15.849,5.444,0.155,4.833,0.342,3,3.0,0.0,0.0,910.967,54062.699,1080.0,54062.699,False,True,38.098,0,0,2.196,1.604,4.056,463.0,0,0,19.267,19.825,4.406,29.1,11.023,True
925,843,3040,36.67,63.33,0.0,True,True,False,True,37.233,52.046,0.567,0.579,5.307,0.225,4.8,0.579,4,2.975,0.167,0.139,842.9,46185.69,1080.0,46185.69,True,True,39.188,0,0,2.125,1.634,4.115,469.2,0,0,24.2,20.059,4.541,28.733,21.596,False
202,94,79,86.67,13.33,0.0,False,False,False,False,40.1,75.423,0.167,0.206,5.26,0.104,4.86,0.112,2,0.188,0.0,0.0,1080.0,0.0,1080.0,0.0,False,False,55.6,1,1,1.6,2.332,4.311,312.2,0,0,11.333,12.769,4.482,15.967,1.566,False
1110,3704,50,6.67,93.33,0.0,False,True,True,False,1149.0,0.0,15.333,104.556,5.418,0.158,5.709,0.351,6,8.075,2.933,6.529,1321.433,17090.979,1080.0,17090.979,True,False,27.658,0,0,1.542,1.171,3.673,488.067,0,1,20.733,19.636,4.464,13.467,84.716,True
197,251,115,61.29,35.48,3.23,False,False,False,True,34.767,72.979,0.567,0.912,5.376,0.152,5.147,0.261,4,4.38,0.033,0.032,1079.833,83947.539,1080.0,83947.539,True,False,32.176,0,0,1.647,1.341,3.899,166.31,0,0,10.897,7.153,4.141,15.0,19.172,False
489,1357,200,66.67,24.24,9.09,False,True,False,False,16.069,182.34,1.4,4.573,5.198,0.196,5.549,0.386,6,5.938,0.0,0.0,953.7,42437.743,1065.333,42437.743,False,True,35.286,0,0,1.786,1.464,3.8,373.724,0,0,27.448,15.564,4.189,27.793,34.026,True
3922,922,107,100.0,0.0,0.0,True,True,False,False,1008.7,1077830.143,28.667,884.822,5.536,0.232,4.69,0.157,0,0,0.0,0.0,878.833,26891.339,1080.0,26891.339,False,True,30.73,0,0,1.862,1.311,3.829,415.367,0,0,20.767,17.815,4.433,32.1,9.29,True
99,126,18,94.44,5.56,0.0,True,True,True,False,28.833,80.806,0.556,1.358,4.953,0.244,4.981,0.179,2,0.0,0.056,0.052,1174.167,83936.806,1080.0,83936.806,True,True,33.5,0,0,2.0,1.421,3.899,347.944,0,0,17.722,14.654,4.65,18.056,8.164,True
41735,987,453,73.33,26.67,0.0,False,True,False,True,2809.0,0.0,1.759,2.666,5.375,0.087,6.209,0.104,3,0.5,1.0,0.0,1283.233,36243.179,1080.0,36243.179,True,True,28.571,0,0,1.306,1.243,3.611,47.8,0,0,2.2,2.15,4.094,4.633,0.366,True
7775,591,53,56.76,24.32,18.92,False,True,False,False,74.6,658.64,5.059,17.938,5.107,0.199,5.015,0.276,2,0.222,0.0,0.0,1010.4,61823.64,951.667,61823.64,False,True,43.5,0,0,2.244,1.814,4.147,374.133,0,0,23.367,15.22,4.257,29.667,0.222,False
835,1025,673,38.1,33.33,28.57,False,True,False,True,36.267,273.862,1.967,4.499,5.299,0.151,5.016,0.201,3,2.352,0.333,0.822,1115.333,95415.956,1080.0,95415.956,True,False,42.684,0,0,1.579,1.722,3.766,379.533,0,0,19.067,15.793,4.442,21.4,16.707,True
4961,1045,82,60.0,40.0,0.0,False,True,True,False,351.967,4891.832,3.533,9.582,5.082,0.155,5.668,0.18,9,6.222,0.833,0.139,1090.8,58786.56,1080.0,58786.56,True,True,43.41,0,0,1.53,1.791,3.75,1552.1,0,0,33.667,61.079,5.345,21.433,48.579,False
514,393,140,90.62,3.12,6.25,False,True,False,False,93.567,1686.179,2.333,3.622,5.588,0.094,4.354,0.274,3,0.0,5.067,3.129,852.967,27270.566,1065.333,27270.566,False,True,36.571,0,0,2.071,1.512,4.093,308.6,1,0,14.7,13.146,4.439,22.133,14.116,True
277,159,33,100.0,0.0,0.0,False,True,False,False,53.733,136.129,7.733,21.396,5.794,0.209,4.952,0.171,0,0,0.933,0.062,1034.1,78846.49,1080.0,78846.49,True,True,75.625,0,0,4.884,3.189,4.164,1257.034,1,1,60.655,51.982,4.742,17.483,11.077,False
445,498,75,100.0,0.0,0.0,False,False,False,True,61.1,453.89,2.133,2.316,5.253,0.159,5.133,0.201,0,0,1.033,0.166,891.0,15309.0,1080.0,15309.0,True,True,129.578,0,0,8.266,5.616,3.972,38.0,0,0,0.0,1.498,3.493,0.0,0.0,False
102,0,128,66.67,33.33,0.0,False,True,False,False,31.667,80.822,0.633,2.966,5.068,0.191,4.939,0.334,3,0.64,0.1,0.09,1082.167,73229.472,1080.0,73229.472,False,False,45.389,0,0,2.0,1.856,4.006,278.333,0,0,14.167,11.65,4.789,21.133,36.716,True
3483,1843,241,24.24,66.67,9.09,True,True,False,False,286.444,28356.247,17.033,440.432,5.14,0.097,6.13,0.154,4,4.876,3.833,23.006,1311.633,16661.432,1080.0,16661.432,True,True,44.461,0,0,2.655,1.912,3.813,276.0,0,1,12.633,11.005,4.485,14.167,40.606,True
917,399,45,87.5,6.25,6.25,False,False,False,False,111.0,6228.067,5.167,7.672,5.457,0.062,4.946,0.122,2,0.0,0.0,0.0,1093.3,61780.877,1080.0,61780.877,False,True,29.169,0,0,1.568,1.241,3.811,321.0,0,0,17.667,13.403,4.478,28.933,3.062,False
71,46,65,100.0,0.0,0.0,False,False,False,False,29.333,46.356,1.633,2.699,5.255,0.118,4.924,0.25,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,False,True,51.612,0,0,2.245,2.139,4.144,210.1,0,0,12.767,8.899,4.533,15.167,5.672,False
674,463,31,73.33,26.67,0.0,False,False,False,True,0,0,0.767,0.979,4.928,0.115,4.948,0.162,2,0.109,0.033,0.032,799.367,46645.899,1080.0,46645.899,False,True,32.174,0,0,1.348,1.334,3.992,252.3,0,0,15.633,10.748,4.44,19.3,2.61,False
655,575,345,69.05,2.38,28.57,False,True,True,False,12.0,51.5,1.167,1.939,5.407,0.127,6.124,0.131,4,0.0,0.5,1.517,1211.733,47524.529,1069.0,47524.529,False,True,34.314,0,0,1.886,1.435,3.925,305.567,0,0,20.7,12.995,4.126,24.067,13.462,True
47,32,53,46.67,53.33,0.0,False,False,False,False,11.467,10.382,1.167,7.406,5.284,0.229,4.995,0.232,3,1.496,0.033,0.032,1072.3,14866.143,1054.333,14866.143,True,True,135.057,0,0,5.114,5.341,4.272,237.333,0,0,12.167,9.873,4.477,11.933,10.996,False
32,1,2,100.0,0.0,0.0,False,False,True,False,28.5,210.25,0.0,0.0,5.55,0.001,4.732,0.033,0,0,1.0,0.0,718.5,2.25,1080.0,2.25,True,True,0,0,0,0,0,0,662.5,1,1,33.5,27.305,4.431,28.0,4.0,False
184,279,5,60.0,0.0,40.0,False,False,False,False,0,0,3.0,0.667,5.647,0.254,5.704,0.247,0,0,0.0,0.0,1283.0,1736.0,1080.0,1736.0,False,True,87.111,0,0,3.333,3.348,4.304,312.667,1,0,18.667,13.223,4.301,30.0,0.0,False
25,13,61,56.67,43.33,0.0,False,True,False,False,19.967,30.499,0.2,0.293,5.041,0.206,5.109,0.138,3,0.391,0.0,0.0,932.8,77834.36,1080.0,77834.36,False,False,21.2,0,0,1.2,0.978,3.298,200.6,0,0,14.067,8.778,3.962,18.733,123.329,True
9462,4985,2554,0.0,75.0,25.0,False,True,True,False,29.8,1155.627,0.367,0.699,5.763,0.059,5.841,0.28,4,1.69,4.1,0.09,1349.967,0.032,1080.0,0.032,True,False,27.0,1,1,1.0,1.099,3.75,537.967,0,0,25.433,23.046,4.471,22.0,0.0,True
176,364,291,83.33,16.67,0.0,False,False,False,False,32.3,296.343,0.2,0.227,5.172,0.157,4.688,0.423,2,0.16,0.0,0.0,1013.5,98574.25,1080.0,98574.25,False,True,54.5,0,0,2.5,2.233,4.336,582.4,0,1,21.5,23.588,4.649,22.533,3.582,False
706,338,1266,100.0,0.0,0.0,False,True,False,False,40.0,59.733,2.533,5.516,5.606,0.275,4.54,0.457,0,0,1.067,2.662,937.533,76899.716,1080.0,76899.716,True,True,48.382,0,0,2.697,2.036,4.202,379.172,1,0,20.241,15.687,4.464,28.552,4.454,True
1922,3020,447,93.75,0.0,6.25,False,True,False,False,184.071,1087.709,5.533,27.782,5.617,0.137,5.236,0.343,0,0,0.0,0.0,1022.0,21536.0,1025.0,21536.0,True,True,32.183,0,0,1.811,1.386,3.911,549.0,0,0,26.3,23.532,4.505,27.133,30.182,False
725,495,376,96.67,3.33,0.0,False,False,False,False,159.367,1194.632,3.333,11.756,5.486,0.291,4.9,0.398,10,0.0,0.0,0.0,1193.767,70884.379,1080.0,70884.379,True,True,134.364,1,0,4.101,5.474,4.291,930.867,1,1,30.3,37.154,4.76,21.6,15.773,False
5026,2052,645,45.24,26.19,28.57,False,True,True,False,132.133,1247.849,6.233,59.179,5.494,0.164,5.565,0.216,6,9.719,1.667,5.556,1301.7,18187.81,1080.0,18187.81,True,True,28.43,0,0,1.124,1.192,3.582,181.2,0,0,7.233,7.218,4.244,4.267,19.462,True
5133,5736,256,93.33,6.67,0.0,False,True,False,False,327.1,3722.157,9.433,132.979,5.4,0.123,4.493,0.127,3,0.0,0.1,0.157,1151.967,82324.832,1080.0,82324.832,True,True,40.706,0,0,2.029,1.696,4.047,111.533,0,0,4.133,4.372,4.08,0.0,0.0,True
16,6,60,100.0,0.0,0.0,False,True,False,False,8.233,16.512,1.3,2.677,5.32,0.174,4.974,0.272,0,0,0.0,0.0,923.733,59797.129,1080.0,59797.129,True,True,34.359,0,0,2.513,1.46,4.163,255.1,0,0,13.333,10.748,4.274,26.1,10.157,True
6217,1643,1203,93.33,6.67,0.0,False,False,False,False,390.733,18688.662,23.467,90.649,5.788,0.044,4.937,0.147,2,0.0,0.0,0.0,1062.667,4210.489,1080.0,4210.489,True,True,40.934,0,0,1.987,1.687,3.896,709.8,0,0,32.0,29.835,4.46,27.133,7.716,False
200,100,39,93.33,6.67,0.0,False,True,False,False,89.0,64.0,4.533,11.116,5.004,0.273,5.124,0.314,3,0.0,0.3,0.41,1152.5,82216.65,1080.0,82216.65,False,True,109.919,0,0,5.419,4.668,3.798,109.6,0,0,2.933,4.114,4.182,0.0,0.0,True
156,135,31,80.0,20.0,0.0,False,False,False,False,51.167,540.472,0.567,0.712,5.084,0.164,4.899,0.122,2,1.25,0.0,0.0,1080.0,0.0,1080.0,0.0,False,True,85.706,0,0,2.588,3.492,4.102,130.467,0,0,4.3,5.155,4.325,5.3,2.477,False
1229,1253,53,64.71,23.53,11.76,True,True,False,True,167.4,2547.707,16.786,62.24,5.405,0.064,5.591,0.419,8,8.0,5.133,8.049,1016.667,88460.156,1080.0,88460.156,False,True,23.849,0,0,1.496,1.055,3.632,398.067,1,0,14.8,16.492,4.408,17.433,106.646,True
350,313,416,93.33,6.67,0.0,False,True,True,False,38.067,39.929,0.767,0.912,5.371,0.172,4.955,0.239,2,0.25,0.0,0.0,798.533,47553.649,1080.0,47553.649,True,True,56.261,0,0,2.826,2.377,4.186,387.933,0,0,11.567,15.861,4.525,25.133,26.182,True
26,102,84,33.33,66.67,0.0,False,False,False,False,18.333,121.356,0.367,0.432,5.13,0.115,5.147,0.644,3,1.127,0.0,0.0,1057.667,17308.489,1080.0,17308.489,True,False,39.182,0,0,2.091,1.615,4.29,295.167,0,0,14.267,12.404,4.459,20.3,28.143,False
20640,380,754,41.94,54.84,3.23,False,True,False,False,26463.536,18082658964.606,21.167,10656.739,5.402,0.105,5.197,0.082,3,2.062,2.0,0.933,929.333,88396.289,1080.0,88396.289,True,True,27.568,0,0,1.096,1.177,3.437,425.6,0,0,20.467,17.798,4.516,29.367,2.966,True
2865,2862,229,25.71,60.0,14.29,False,True,True,False,510.0,31924.667,6.533,33.582,5.22,0.187,5.129,0.372,6,10.236,1.067,4.129,1139.033,78159.366,1069.0,78159.366,True,False,34.408,0,0,2.251,1.465,3.828,231.417,0,0,11.042,9.64,4.36,12.292,38.04,True
984,1294,230,50.0,38.24,11.76,False,True,False,False,38.9,299.557,1.233,2.112,5.418,0.112,4.932,0.245,4,3.716,1.767,1.579,1049.6,31162.707,1080.0,31162.707,True,True,30.703,0,0,1.405,1.326,3.533,69.667,0,0,4.2,3.033,4.027,5.067,16.129,True
811,1443,912,18.18,72.73,9.09,False,False,True,False,33.333,332.489,0.967,1.432,5.255,0.108,5.182,0.283,6,5.707,0.167,0.806,1237.967,40529.832,1069.0,40529.832,False,False,31.345,0,0,1.586,1.294,3.858,132.241,0,0,6.448,5.38,4.286,5.379,7.96,False
239,237,27,88.89,11.11,0.0,False,True,True,False,38.37,252.159,1.0,1.63,4.844,0.186,5.416,0.339,4,0.222,0.556,0.395,863.222,50998.247,1080.0,50998.247,False,True,18.444,0,0,0.926,0.808,3.29,394.519,0,0,17.37,16.49,4.397,25.889,6.321,True
5749,1932,2717,10.0,90.0,0.0,True,True,True,False,178.5,5036.783,6.633,21.699,5.361,0.118,5.855,0.201,4,2.48,12.3,3.477,1145.6,43111.44,1080.0,43111.44,True,False,29.944,0,0,1.54,1.257,3.772,596.033,1,0,31.3,25.281,4.46,29.7,0.41,True
3874,499,297,61.76,26.47,11.76,False,False,False,True,0,0,0.8,3.693,5.254,0.115,5.197,0.225,5,6.691,0.133,0.516,1043.633,83535.966,1080.0,83535.966,False,True,101.167,0,0,3.583,4.167,4.349,499.733,1,1,15.167,19.47,4.39,23.6,40.573,False
586,225,9,88.89,0.0,11.11,False,True,False,True,91.25,287.938,0.125,0.109,5.145,0.134,5.165,0.282,0,0,2.5,1.0,798.75,43410.938,1080.0,43410.938,False,True,27.0,1,0,0.0,1.03,3.676,197.625,1,0,11.25,7.996,4.405,17.375,0.484,False
85,173,152,100.0,0.0,0.0,False,True,False,False,8.633,16.832,0.767,1.579,5.32,0.174,4.974,0.272,0,0,0.0,0.0,923.733,59797.129,1080.0,59797.129,True,True,38.739,0,0,2.609,1.616,4.187,255.1,0,0,13.333,10.748,4.274,26.1,10.157,False
294,315,90,86.67,13.33,0.0,False,True,False,False,119.8,2133.36,4.933,11.862,5.312,0.109,4.584,0.377,2,0.0,2.233,2.646,1105.7,58776.943,1065.333,58776.943,False,True,31.104,0,0,1.674,1.317,3.891,385.867,0,0,22.833,16.354,4.329,24.467,82.316,True
2778,176,250,35.48,61.29,3.23,False,True,True,True,108.167,308.472,5.7,8.81,4.864,0.164,5.691,0.232,4,2.892,0.133,0.316,1182.067,77515.396,1080.0,77515.396,False,True,93.988,0,0,5.953,4.108,3.977,186.967,1,0,4.6,7.206,4.258,0.067,0.062,True
640,417,792,19.35,77.42,3.23,True,True,False,False,0,0,0.9,1.29,5.011,0.121,5.385,0.225,3,0.457,0.0,0.0,1062.467,114926.649,1080.0,114926.649,True,False,37.308,0,0,2.038,1.562,4.074,105.267,0,0,5.667,4.407,4.27,7.033,2.566,True
708,714,346,84.38,9.38,6.25,False,False,False,False,54.533,720.449,0.867,1.316,5.212,0.063,4.944,0.197,2,0.222,2.833,5.872,1080.0,0.0,1080.0,0.0,True,True,28.923,0,0,1.731,1.21,3.763,324.533,0,0,18.233,13.873,4.434,21.667,26.356,False
520,436,219,83.87,12.9,3.23,False,True,True,False,65.8,1297.893,1.2,1.293,4.986,0.221,5.241,0.198,3,1.688,0.3,0.677,1263.6,39185.907,1080.0,39185.907,False,True,36.139,0,0,1.611,1.485,3.859,428.533,0,0,18.4,18.557,4.27,35.0,34.533,True
537,1022,464,45.16,51.61,3.23,True,True,False,True,39.467,143.516,1.933,2.462,4.907,0.071,5.405,0.296,4,2.984,0.2,0.16,1254.0,31842.2,1080.0,31842.2,True,True,171.862,0,0,9.638,7.48,4.159,104.767,0,0,4.467,4.202,4.184,1.6,31.507,True
24,54,82,83.33,16.67,0.0,True,True,False,True,13.067,15.529,0.0,0.0,5.056,0.142,5.039,0.22,2,0.24,0.0,0.0,1055.833,98686.206,1080.0,98686.206,True,False,0,0,0,0,0,0,171.067,0,1,6.333,7.116,4.179,9.033,0.099,False
165,181,92,45.95,35.14,18.92,False,False,False,False,21.367,15.766,0.633,0.566,4.525,0.17,5.198,0.121,2,0.178,0.0,0.0,1154.533,42025.049,1080.0,42025.049,True,False,36.526,0,0,1.789,1.527,4.066,211.967,0,0,10.067,8.705,4.293,16.267,26.396,False
5489,386,384,96.67,3.33,0.0,False,True,True,False,57.0,0.0,2.9,5.757,5.094,0.18,5.103,0.327,3,0.0,2.233,1.246,1147.367,86508.232,1080.0,86508.232,True,True,80.966,0,0,4.943,3.48,3.869,73.0,0,0,4.0,2.943,4.167,0.0,0.0,True
1064,771,1748,50.0,50.0,0.0,False,True,False,True,49.4,850.907,1.167,0.272,4.854,0.205,5.049,0.272,4,2.373,0.233,0.179,1193.1,70425.157,1080.0,70425.157,False,True,330.314,0,0,19.486,13.553,4.342,130.1,0,0,2.467,4.862,3.716,0.6,10.44,True
1963,1242,992,50.0,33.33,16.67,False,True,False,False,110.3,554.077,3.333,6.489,5.669,0.148,4.723,0.289,3,0.188,1.133,4.049,1349.967,0.032,1080.0,0.032,True,True,34.424,0,0,2.323,1.471,4.159,372.133,0,0,20.5,15.859,4.271,28.933,4.329,False
137,516,211,65.22,0.0,34.78,False,True,False,False,10.4,20.507,0.933,1.462,5.325,0.173,4.965,0.288,0,0,0.0,0.0,916.967,62664.166,1080.0,62664.166,True,True,38.429,0,0,2.5,1.596,4.192,247.433,0,0,12.833,10.422,4.227,25.267,32.129,True
810,585,410,93.75,0.0,6.25,True,True,True,False,56.3,141.81,2.8,4.493,5.834,0.076,5.23,0.146,0,0,0.0,0.0,1080.0,0.0,1080.0,0.0,True,True,37.345,1,0,1.762,1.551,3.952,513.367,0,0,25.367,21.575,4.586,25.467,0.316,False
1633,275,475,90.0,10.0,0.0,False,True,False,False,69.8,11985.227,2.9,11.69,5.48,0.178,5.742,0.176,3,0.889,7.567,1.312,1178.367,61640.099,1080.0,61640.099,True,True,28.226,0,0,1.726,1.201,3.755,391.567,0,0,19.7,16.835,4.281,19.433,10.712,True
183,358,509,33.33,66.67,0.0,False,True,False,False,24.9,417.357,0.267,0.262,5.149,0.304,5.071,0.214,7,9.06,0.233,0.246,978.2,40204.427,996.0,40204.427,True,True,28.125,0,0,2.375,1.223,4.277,263.167,0,0,12.3,11.101,4.275,16.167,78.539,False
82,9,63,100.0,0.0,0.0,False,True,False,False,245.37,8859.789,2.5,4.65,4.678,0.138,4.992,0.225,0,0,0.0,0.0,1121.767,94085.846,1080.0,94085.846,False,True,20.16,0,0,1.413,0.881,3.552,304.367,1,0,16.267,12.399,4.334,29.033,0.032,True
7442,2933,1981,93.33,6.67,0.0,True,True,False,False,161.733,1873.596,9.067,82.462,5.558,0.157,5.113,0.206,6,16.0,0.033,0.032,1308.0,24696.0,1080.0,24696.0,True,True,30.687,0,0,1.94,1.335,3.899,237.433,0,0,10.567,9.998,4.477,7.4,5.307,True
1115,831,119,100.0,0.0,0.0,True,True,True,False,1203.967,160107.699,38.233,494.779,5.691,0.193,4.762,0.235,0,0,19.533,0.516,819.133,47629.782,1080.0,47629.782,True,True,32.441,0,0,1.783,1.358,3.893,732.8,1,1,35.6,30.028,4.371,29.867,0.182,True
3240,3859,98,6.67,93.33,0.0,False,True,False,False,424.2,6425.56,3.767,11.112,5.304,0.092,5.077,0.169,2,0.0,0.4,0.64,1224.9,63741.29,1080.0,63741.29,True,False,22.513,0,0,1.637,0.99,3.809,437.267,0,0,25.5,18.109,4.7,28.133,5.982,True
29,11,48,86.67,13.33,0.0,False,True,True,False,7.033,16.632,0.4,0.24,5.239,0.155,4.8,0.266,4,5.5,1.767,1.179,788.767,25781.379,1080.0,25781.379,False,True,45.833,0,0,2.5,1.907,4.317,187.767,0,0,8.2,7.705,4.227,9.267,6.862,True
72,82,39,18.75,75.0,6.25,False,False,False,False,19.3,701.01,0.833,1.339,5.137,0.161,5.132,0.384,4,3.04,0.033,0.032,938.4,85865.373,1080.0,85865.373,False,False,26.6,0,0,1.44,1.097,3.589,61.233,0,0,4.2,2.562,4.01,3.533,4.382,False
262,374,115,53.85,23.08,23.08,False,True,False,True,155.0,25.0,5.567,15.446,4.958,0.242,4.835,0.175,2,0.222,2.133,4.649,1297.8,17978.76,1080.0,17978.76,True,True,30.753,0,0,1.958,1.318,4.004,439.1,0,0,23.267,18.544,4.579,26.167,21.006,True
610,1217,500,16.67,66.67,16.67,False,False,True,False,40.3,344.743,0.7,3.077,5.345,0.105,5.591,0.242,6,6.66,0.367,0.299,1111.267,87785.329,1080.0,87785.329,True,False,26.619,0,0,2.0,1.138,3.858,101.767,0,0,4.033,4.008,4.038,0.867,2.916,False
229,519,45,60.0,40.0,0.0,False,False,False,False,41.733,3814.662,1.367,4.032,5.232,0.15,5.096,0.095,2,0.222,0.067,0.062,929.1,43302.69,1065.333,43302.69,False,True,37.65,0,0,1.525,1.507,3.786,104.7,0,0,5.1,4.203,4.253,5.5,7.117,False
703,98,268,93.75,0.0,6.25,False,False,False,False,45.846,163.976,5.567,8.712,5.218,0.127,5.03,0.396,0,0,4.8,17.76,877.0,67559.0,1080.0,67559.0,False,True,19.922,0,0,1.383,0.873,3.658,112.233,0,0,5.933,5.183,4.037,7.633,25.432,False
115,211,80,43.33,56.67,0.0,False,False,True,False,36.6,407.707,1.433,3.046,5.644,0.138,5.224,0.108,3,1.114,0.0,0.0,1304.733,10101.462,1080.0,10101.462,False,True,33.488,0,0,2.256,1.413,4.109,282.034,0,0,13.552,11.802,4.391,18.276,29.027,False
18,0,31,29.03,25.81,45.16,False,False,False,False,2.0,2.824,0.118,0.104,4.888,0.248,5.022,0.134,2,0.438,0.059,0.055,1184.176,61863.792,1060.588,61863.792,False,False,34.0,0,0,2.0,1.455,4.23,35.727,0,0,2.0,1.525,3.837,2.727,4.926,False
2489,2721,795,100.0,0.0,0.0,False,True,False,True,142.667,853.622,4.867,21.316,5.794,0.118,4.897,0.357,0,0,0.0,0.0,1339.667,23.222,1080.0,23.222,True,True,27.029,0,0,1.35,1.151,3.776,380.267,0,0,25.7,16.509,4.444,30.0,0.0,True
888,959,522,90.91,0.0,9.09,False,True,False,False,21.3,153.61,0.467,0.516,5.475,0.093,5.795,0.244,0,0,1.7,3.81,875.533,36765.982,1080.0,36765.982,True,False,46.143,0,0,2.929,1.925,3.955,371.467,0,0,21.033,15.337,4.405,22.267,45.796,False
8146,1275,630,0.0,100.0,0.0,True,True,False,False,20.8,51.36,0.633,1.232,5.315,0.058,6.081,0.108,4,1.743,0.133,0.116,1320.167,14770.939,1080.0,14770.939,False,False,32.474,0,0,1.737,1.382,3.863,193.833,0,0,11.567,8.258,4.367,16.567,42.979,True
3226,632,252,6.67,93.33,0.0,False,True,False,False,973.1,5453614.49,31.933,1462.529,5.37,0.141,5.86,0.126,5,4.647,1.767,0.979,1349.633,2.699,1080.0,2.699,True,False,35.302,0,0,1.699,1.479,3.794,479.567,0,0,25.8,19.846,4.61,15.667,8.156,True
179,298,251,100.0,0.0,0.0,False,False,False,False,29.1,48.357,1.433,1.512,5.138,0.249,4.684,0.238,0,0,0.0,0.0,1241.0,45849.133,1080.0,45849.133,False,True,94.86,0,0,6.209,4.064,3.973,75.567,0,0,4.433,3.163,3.795,5.067,46.729,False
184,77,74,25.0,68.75,6.25,True,True,True,False,5.379,15.753,0.4,0.507,5.149,0.309,5.128,0.227,7,3.14,0.467,0.716,929.4,39253.973,1058.0,39253.973,False,False,28.833,0,0,2.0,1.242,4.07,487.621,0,1,21.345,19.365,4.456,10.552,12.523,False
877,432,394,83.33,16.67,0.0,False,False,True,False,113.0,9.0,2.467,9.249,5.78,0.197,4.802,0.265,2,0.64,0.033,0.032,773.6,34094.973,1080.0,34094.973,False,True,35.918,0,0,2.082,1.503,4.147,566.433,0,1,27.0,23.24,4.519,25.833,34.606,False
54,153,66,41.18,47.06,11.76,False,True,False,False,19.033,27.032,0.833,1.006,5.353,0.13,5.403,0.142,3,0.527,0.567,3.312,1349.8,0.227,1080.0,0.227,True,False,42.96,0,0,1.64,1.755,3.699,447.833,0,0,25.767,19.244,4.311,28.5,8.25,True
174,100,37,100.0,0.0,0.0,False,False,False,True,36.3,258.61,0.067,0.062,4.857,0.113,5.164,0.09,0,0,0.0,0.0,995.9,83473.357,1080.0,83473.357,False,False,19.5,1,0,1.0,0.825,3.948,310.333,1,0,17.6,13.324,4.538,20.267,13.396,False
347,70,8,37.5,0.0,62.5,False,False,False,False,50.667,197.556,0.667,0.889,4.391,0.311,5.844,0.052,0,0,0.0,0.0,713.333,2688.889,713.333,2688.889,False,True,15.0,0,0,0.5,0.71,2.746,0,0,0,0,0,0,0,0,False
